50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y
,,,,,,,,,,,,,,True,,,,,,0.975963,,,,,,,,,,,,,,,07a06513-562e-4ab7-a48c-5829527aab40,1274,,"[64.2, 7.4]",3869685,38,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dayotchanculle Upamecano,8519.0,Left Center Back,57,France,771,['82561865-8a5d-4cf4-bf4c-cbd64e587fa1'],32,,,,,,,,,,,,,,,,,France,771,00:38:32.870,Pressure,,64.2,7.4,,
,,,,,,,,,,,,,,True,,,,,,0.325578,,,,,,,,,,,,,,,1a3fcfca-c02e-434e-88e9-2d54ba969b5c,1307,,"[64.9, 59.8]",3869685,39,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adrien Rabiot,3026.0,Left Defensive Midfield,58,Argentina,779,,7,,,,,,,,,,,,,,,,,France,771,00:39:07.137,Pressure,,64.9,59.8,,
,,,,,,,,,,,,,,,,,,,,0.193291,,,,,,,,,,,,,,,30dccb89-99fb-47a8-8089-0f385541cd35,1356,,"[69.8, 7.2]",3869685,39,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adrien Rabiot,3026.0,Left Defensive Midfield,60,Argentina,779,,51,,,,,,,,,,,,,,,,,France,771,00:39:51.951,Pressure,,69.8,7.2,,
,,,,,,,,,,,,,,,,,,,,0.331597,,,,,,,,,,,,,,,5ae24c77-c75b-47e5-bb14-8b4e5625f434,1362,,"[89.2, 7.0]",3869685,39,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Olivier Giroud,3604.0,Center Forward,60,Argentina,779,['fcc660e4-ff95-4f92-9a49-5cedcbd2c7d5'],57,,,,,,,,,,,,,,,,,France,771,00:39:57.805,Pressure,,89.2,7.0,,
,,,,,,,,,,,,,,,,,,,,1.245959,,,,,,,,,,,,,,,c32742e7-08f2-4a0b-9bc9-08384c141820,1382,,"[68.1, 74.8]",3869685,41,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Randal Kolo Muani,22097.0,Right Wing,61,Argentina,779,,10,,,,,,,,,,,,,,,,,France,771,00:41:10.278,Pressure,,68.1,74.8,,
,,,,,,,,,,,,,,,,,,,,0.621976,,,,,,,,,,,,,,,3abb622e-56f1-4223-b8f9-002584469d17,1395,,"[68.5, 73.5]",3869685,41,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Randal Kolo Muani,22097.0,Right Wing,62,Argentina,779,['d59ad16e-247d-40d5-8b66-de0414bbb94b'],38,,,,,,,,,,,,,,,,,France,771,00:41:38.700,Pressure,,68.5,73.5,,
,,,,,,,,,,,,,,True,,,,,,0.32938,,,,,,,,,,,,,,,e40b238c-ad60-4568-90da-da919eeaddfb,1428,,"[89.9, 9.4]",3869685,43,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marcus Thuram,2972.0,Left Wing,64,France,771,['2a431eb3-1431-4a55-a021-c40d0d616819'],12,,,,,,,,,,,,,,,,,France,771,00:43:12.321,Pressure,,89.9,9.4,,
,,,,,,,,,,,,,,,,,,,,0.339818,,,,,,,,,,,,,,,d53efb99-9cc1-4dd8-bda3-e7de7c163d8d,1436,,"[84.1, 8.9]",3869685,43,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marcus Thuram,2972.0,Left Wing,64,France,771,,16,,,,,,,,,,,,,,,,,France,771,00:43:16.199,Pressure,,84.1,8.9,,
,,,,,,,,,,,,,,True,,,,,,0.327091,,,,,,,,,,,,,,,b54b0c0b-ab3a-4fdb-822b-d1ec07502ff4,1438,,"[67.6, 16.9]",3869685,43,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,64,France,771,,16,,,,,,,,,,,,,,,,,France,771,00:43:16.830,Pressure,,67.6,16.9,,
,,,,,,,,,,,,,,True,,,,,,0.577231,,,,,,,,,,,,,,,8ad02459-3dab-42e5-b65f-0198b3817fed,1530,,"[78.8, 28.6]",3869685,44,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcus Thuram,2972.0,Left Wing,67,Argentina,779,['bd6e0b8d-2228-42a6-a540-2a520ffd5d50'],57,,,,,,,,,,,,,,,,,France,771,00:44:57.511,Pressure,,78.8,28.6,,
,,,,,,,,,,,,,,,,,,,,0.571859,,,,,,,,,,,,,,,9d9a1e94-737e-4ea0-9bd5-f2c459c25815,1534,,"[70.8, 8.9]",3869685,45,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcus Thuram,2972.0,Left Wing,67,Argentina,779,['cfc1abee-fbe4-4914-976a-7fda65fdf53c'],1,,,,,,,,,,,,,,,,,France,771,00:45:01.715,Pressure,,70.8,8.9,,
,,,,,,,,,,,,,,,,,,,,0.325265,,,,,,,,,,,,,,,19401446-9217-4964-82bb-60284c002767,1601,,"[108.9, 10.6]",3869685,46,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Theo Bernard François Hernández,6704.0,Left Back,69,France,771,,33,,,,,,,,,,,,,,,,,France,771,00:46:33.601,Pressure,,108.9,10.6,,
,,,,,,,,,,,,,,,,,,,,0.316706,,,,,,,,,,,,,,,8c9e55df-497a-4347-9ae4-38ae3281a578,1620,,"[15.7, 14.3]",3869685,48,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Theo Bernard François Hernández,6704.0,Left Back,71,Argentina,779,"['14bbeb09-6cdb-424f-b487-0d61732f5dd3', '5a0c3900-3f3c-43ff-bb0f-1ad7512f925a']",20,,,,,,,,,,,,,,,,,France,771,00:48:20.824,Pressure,,15.7,14.3,,
,,,,,,,,,,,,,,,,,,,,1.225303,,,,,,,,,,,,,,,fb60d195-a8ed-4598-9962-8e96bba81773,1636,,"[67.6, 75.0]",3869685,48,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Randal Kolo Muani,22097.0,Right Wing,71,Argentina,779,"['0a9a897f-50de-4744-8854-a0fef81899a9', 'd4d70738-a19e-42f9-82d9-f711b5c05ad6']",39,,,,,,,,,,,,,,,,,France,771,00:48:39.195,Pressure,,67.6,75.0,,
,,,,,,,,,,,,,,True,,,,,,0.579234,,,,,,,,,,,,,,,bf64156c-3918-4e67-8995-a9bf85d31f84,1688,,"[93.9, 54.5]",3869685,49,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Randal Kolo Muani,22097.0,Right Wing,74,Argentina,779,"['1a984059-c6bc-4d58-b325-a14320c5f0e0', '93672ada-0021-486b-b5fe-de848a4209c8']",42,,,,,,,,,,,,,,,,,France,771,00:49:42.059,Pressure,,93.9,54.5,,
,,,,,,,,,,,,,,,,,,,,0.322263,,,,,,,,,,,,,,,789792af-7eb0-4d78-9654-28f25dd747de,1699,,"[24.0, 74.8]",3869685,50,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jules Koundé,4445.0,Right Back,76,Argentina,779,,31,,,,,,,,,,,,,,,,,France,771,00:50:31.446,Pressure,,24.0,74.8,,
,,,,,,,,,,,,,,,,,,,,0.32924,,,,,,,,,,,,,,,6e2bbf6c-2d17-418f-b41e-b2ce4083b24d,1735,,"[63.6, 42.1]",3869685,51,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kylian Mbappé Lottin,3009.0,Center Forward,77,Argentina,779,"['027b3312-7e7b-4b41-a412-c7e8bdc6c742', '3c348e31-5604-4483-8dcb-526dbd1a18d2']",9,,,,,,,,,,,,,,,,,France,771,00:51:09.260,Pressure,,63.6,42.1,,
,,,,,,,,,,,,,,,,,,,,0.586599,,,,,,,,,,,,,,,26f36b14-04c1-4d13-9902-745453a74e72,1769,,"[55.2, 77.2]",3869685,45,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Jules Koundé,4445.0,Right Back,80,Argentina,779,['d46e5ffd-f397-4cd1-a243-3ec3ed5eaff3'],10,,,,,,,,,,,,,,,,,France,771,00:00:10.745,Pressure,,55.2,77.2,,
,,,,,,,,,,,,,,,,,,,,0.706817,,,,,,,,,,,,,,,9d72b91f-4213-4df9-aea7-f7f8d8fafe25,1787,,"[57.2, 53.6]",3869685,45,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,80,Argentina,779,['4c6c6c01-cdbc-43dc-9c23-1e4ef6705bdb'],31,,,,,,,,,,,,,,,,,France,771,00:00:31.365,Pressure,,57.2,53.6,,
,,,,,,,,,,,,,,,,,,,,0.450029,,,,,,,,,,,,,,,97c75d2e-2c15-44be-ae83-3a25cb4870c5,1791,,"[24.7, 54.1]",3869685,45,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Dayotchanculle Upamecano,8519.0,Left Center Back,80,Argentina,779,"['3f2e2ebf-1e7a-4da8-9bfa-76185cd6b093', '9c2c702d-51e5-4880-8ff8-ddcf491a66d0']",35,,,,,,,,,,,,,,,,,France,771,00:00:35.789,Pressure,,24.7,54.1,,
,,,,,,,,,,,,,,,,,,,,0.328162,,,,,,,,,,,,,,,9b9fb7ac-caeb-41ca-8946-2bd9035dd7bf,1857,,"[113.4, 18.3]",3869685,47,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcus Thuram,2972.0,Left Wing,84,Argentina,779,['af03c5e5-1627-4199-9c9f-6f73975372b3'],24,,,,,,,,,,,,,,,,,France,771,00:02:24.228,Pressure,,113.4,18.3,,
,,,,,,,,,,,,,,,,,,,,0.584607,,,,,,,,,,,,,,,ebd65fa3-39fb-4d96-831c-a37859ad0742,1878,,"[39.6, 52.8]",3869685,48,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Randal Kolo Muani,22097.0,Right Wing,86,Argentina,779,"['414e3177-941b-4a61-81c0-c604e369aecb', 'c3e80f02-6276-4c02-88df-3106783d9678']",27,,,,,,,,,,,,,,,,,France,771,00:03:27.345,Pressure,,39.6,52.8,,
,,,,,,,,,,,,,,,,,,,,0.452789,,,,,,,,,,,,,,,6ae11eaf-e4c5-4e7a-9e8d-4c795337a9bd,1885,,"[37.1, 67.1]",3869685,48,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jules Koundé,4445.0,Right Back,86,Argentina,779,"['406ad8d6-798a-4567-ba67-1c88ef6df835', '5e219045-e517-4d59-98be-dce6c54535a6']",32,,,,,,,,,,,,,,,,,France,771,00:03:32.745,Pressure,,37.1,67.1,,
,,,,,,,,,,,,,,,,,,,,0.440427,,,,,,,,,,,,,,,37db250d-8bad-4aac-9bf3-8445c2333bf2,1889,,"[39.0, 72.4]",3869685,48,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Randal Kolo Muani,22097.0,Right Wing,86,Argentina,779,['5e219045-e517-4d59-98be-dce6c54535a6'],33,,,,,,,,,,,,,,,,,France,771,00:03:33.590,Pressure,,39.0,72.4,,
,,,,,,,,,,,,,,,,,,,,0.329573,,,,,,,,,,,,,,,e513a6ca-a723-413f-a043-d9e9104fde9a,1898,,"[44.8, 65.4]",3869685,48,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Antoine Griezmann,5487.0,Center Attacking Midfield,86,Argentina,779,['f952c70a-4fa4-48ff-bb5a-9d903cb25693'],36,,,,,,,,,,,,,,,,,France,771,00:03:36.787,Pressure,,44.8,65.4,,
,,,,,,,,,,,,,,,,,,,,0.646607,,,,,,,,,,,,,,,d07e1a2b-3b4a-4434-af12-b87e08abe93f,1910,,"[39.7, 32.4]",3869685,48,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adrien Rabiot,3026.0,Left Defensive Midfield,86,Argentina,779,['b3c1fad5-fd50-4e0d-b8ba-184ad4aaf2bd'],44,,,,,,,,,,,,,,,,,France,771,00:03:44.605,Pressure,,39.7,32.4,,
,,,,,,,,,,,,,,True,,,,,,0.313371,,,,,,,,,,,,,,,63e52166-d86f-45a7-8cc5-32d013a8e914,1947,,"[114.3, 26.0]",3869685,49,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcus Thuram,2972.0,Left Wing,92,France,771,['0610d73d-ae36-477b-a4a4-226676bca002'],19,,,,,,,,,,,,,,,,,France,771,00:04:19.187,Pressure,,114.3,26.0,,
,,,,,,,,,,,,,,,,,,,,0.317544,,,,,,,,,,,,,,,4fada882-6213-48f5-b23d-1d67fea9ddf0,1976,,"[40.5, 5.7]",3869685,50,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adrien Rabiot,3026.0,Left Defensive Midfield,94,Argentina,779,,11,,,,,,,,,,,,,,,,,France,771,00:05:11.811,Pressure,,40.5,5.7,,
,,,,,,,,,,,,,,,,,,,,0.325039,,,,,,,,,,,,,,,7af4e04b-db88-4445-9bb6-501cc31aad7c,1981,,"[54.6, 2.3]",3869685,50,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adrien Rabiot,3026.0,Left Defensive Midfield,94,Argentina,779,['1de2d029-e945-4926-bc92-2061259d55ae'],13,,,,,,,,,,,,,,,,,France,771,00:05:13.941,Pressure,,54.6,2.3,,
,,,,,,,,,,,,,,,,,,,,0.314127,,,,,,,,,,,,,,,2c77780c-da9d-4c51-b2fa-f9fa230d01b8,1990,,"[74.9, 69.7]",3869685,50,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Randal Kolo Muani,22097.0,Right Wing,94,Argentina,779,['97d43191-354f-4df2-9add-a732cefe52c9'],23,,,,,,,,,,,,,,,,,France,771,00:05:23.868,Pressure,,74.9,69.7,,
,,,,,,,,,,,,,,,,,,,,0.327062,,,,,,,,,,,,,,,a5222dcd-6411-4a73-a06c-f19da16d7ca5,1992,,"[57.4, 64.3]",3869685,50,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,94,Argentina,779,,24,,,,,,,,,,,,,,,,,France,771,00:05:24.983,Pressure,,57.4,64.3,,
,,,,,,,,,,,,,,,,,,,,0.694559,,,,,,,,,,,,,,,10dcb7ff-f8f4-4df0-bee6-d93a59248ac6,2002,,"[64.9, 71.4]",3869685,50,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Randal Kolo Muani,22097.0,Right Wing,94,Argentina,779,['02e368df-eeda-49cd-94de-e99e33e27a5e'],27,,,,,,,,,,,,,,,,,France,771,00:05:27.569,Pressure,,64.9,71.4,,
,,,,,,,,,,,,,,,,,,,,0.597825,,,,,,,,,,,,,,,3c239e02-0edf-4798-bee2-eb0d58ce3811,2024,,"[12.5, 14.9]",3869685,51,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Theo Bernard François Hernández,6704.0,Left Back,96,Argentina,779,"['22bee96b-0b76-4697-9fa1-e46fc046c64c', '37d6ec46-a62b-4742-8d93-66b92fc2135e']",24,,,,,,,,,,,,,,,,,France,771,00:06:24.034,Pressure,,12.5,14.9,,
,,,,,,,,,,,,,,,,,,,,0.199384,,,,,,,,,,,,,,,e85e61bf-4d47-40b1-bb81-f1d102d73a44,2030,,"[12.5, 10.0]",3869685,51,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marcus Thuram,2972.0,Left Wing,97,Argentina,779,,56,,,,,,,,,,,,,,,,,France,771,00:06:56.336,Pressure,,12.5,10.0,,
,,,,,,,,,,,,,,,,,,,,0.33259,,,,,,,,,,,,,,,10844def-08c1-4f26-9127-fd2ecfa8320b,2035,,"[10.8, 6.4]",3869685,51,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marcus Thuram,2972.0,Left Wing,97,Argentina,779,['1e4d54a1-14a0-42c9-89f9-02a3929476d2'],57,,,,,,,,,,,,,,,,,France,771,00:06:57.664,Pressure,,10.8,6.4,,
,,,,,,,,,,,,,,,,,,,,0.971765,,,,,,,,,,,,,,,07367ca7-52c1-4283-b0cb-4b8c9e9447f3,2041,,"[7.3, 16.8]",3869685,53,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Dayotchanculle Upamecano,8519.0,Left Center Back,99,Argentina,779,"['08ce2e9f-5140-49c5-b179-7928c2d54d8d', '0bdc8158-70fb-4eeb-8a7e-69044b718a96']",13,,,,,,,,,,,,,,,,,France,771,00:08:13.989,Pressure,,7.3,16.8,,
,,,,,,,,,,,,,,,,,,,,0.573895,,,,,,,,,,,,,,,af744999-2858-4e9d-8d82-303ab6ef5b84,2056,,"[46.5, 6.4]",3869685,53,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adrien Rabiot,3026.0,Left Defensive Midfield,99,Argentina,779,['262acf61-e1f1-45d2-8e88-454f7efd08bb'],27,,,,,,,,,,,,,,,,,France,771,00:08:27.462,Pressure,,46.5,6.4,,
,,,,,,,,,,,,,,True,,,,,,0.447716,,,,,,,,,,,,,,,43dc9153-535e-4164-8037-48eb1ca07e4a,2102,,"[92.3, 4.6]",3869685,54,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,101,Argentina,779,['be4e2e0c-c2f7-49e4-88fe-8392cd38885e'],9,,,,,,,,,,,,,,,,,France,771,00:09:09.963,Pressure,,92.3,4.6,,
,,,,,,,,,,,,,,,,,,,,0.706655,,,,,,,,,,,,,,,aeed2446-10a7-431f-b0b3-5d89c9ba1323,2106,,"[77.9, 8.3]",3869685,54,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adrien Rabiot,3026.0,Left Defensive Midfield,101,Argentina,779,"['307f22e6-9e43-4272-9ff4-df5e6d89f3bb', '9bb9d95d-d0e5-4ec9-a8e1-bd41d86ad716']",11,,,,,,,,,,,,,,,,,France,771,00:09:11.785,Pressure,,77.9,8.3,,
,,,,,,,,,,,,,,,,,,,,0.845908,,,,,,,,,,,,,,,2dad305a-9e42-4f07-8102-44de310d5e92,2113,,"[84.8, 13.2]",3869685,55,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kylian Mbappé Lottin,3009.0,Center Forward,102,Argentina,779,['dc0f0b17-b043-41fb-afda-70641362d539'],56,,,,,,,,,,,,,,,,,France,771,00:10:56.661,Pressure,,84.8,13.2,,
,,,,,,,,,,,,,,,,,,,,0.195958,,,,,,,,,,,,,,,b60bab4b-7626-42bd-9de3-410882d00f2c,2115,,"[54.0, 40.8]",3869685,55,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Raphaël Varane,5485.0,Right Center Back,102,Argentina,779,,59,,,,,,,,,,,,,,,,,France,771,00:10:59.432,Pressure,,54.0,40.8,,
,,,,,,,,,,,,,,True,,,,,,0.825191,,,,,,,,,,,,,,,2468568f-5336-4482-af29-6d9afde6a482,2187,,"[56.5, 10.6]",3869685,57,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kylian Mbappé Lottin,3009.0,Center Forward,106,Argentina,779,"['9dd6b75f-9b4a-4398-9ac6-0a6c8148b92d', 'b7be469e-c061-4720-83a2-050fc58bedc2']",27,,,,,,,,,,,,,,,,,France,771,00:12:27.200,Pressure,,56.5,10.6,,
,,,,,,,,,,,,,,,,,,,,0.327798,,,,,,,,,,,,,,,669da45e-7dc5-4861-9b9c-78ce4db17fd8,2194,,"[54.2, 6.1]",3869685,58,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcus Thuram,2972.0,Left Wing,107,Argentina,779,['f7903d45-f1f9-42af-831b-136f0ce0afc6'],10,,,,,,,,,,,,,,,,,France,771,00:13:10.292,Pressure,,54.2,6.1,,
,,,,,,,,,,,,,,,,,,,,1.407995,,,,,,,,,,,,,,,8feb27a6-5cb1-4580-9428-9e0f3b9d32f3,2230,,"[14.4, 56.6]",3869685,59,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jules Koundé,4445.0,Right Back,116,Argentina,779,['82d94077-e4ec-4943-b5ca-bef7f3d51d61'],45,,,,,,,,,,,,,,,,,France,771,00:14:45.787,Pressure,,14.4,56.6,,
,,,,,,,,,,,,,,,,,,,,0.437436,,,,,,,,,,,,,,,1108add5-ad29-4960-95e9-4200e94af484,2234,,"[11.6, 32.7]",3869685,59,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adrien Rabiot,3026.0,Left Defensive Midfield,116,Argentina,779,['4d64d991-1004-47c9-92e9-4ff2ecdd876a'],51,,,,,,,,,,,,,,,,,France,771,00:14:51.263,Pressure,,11.6,32.7,,
,,,,,,,,,,,,,,,,,,,,0.331847,,,,,,,,,,,,,,,c6f6407f-7358-4954-a9ae-1adebe4aa2c9,2363,,"[62.9, 55.8]",3869685,64,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Marcus Thuram,2972.0,Center Forward,125,Argentina,779,,13,,,,,,,,,,,,,,,,,France,771,00:19:13.747,Pressure,,62.9,55.8,,
,,,,,,,,,,,,,,,,,,,,0.3341,,,,,,,,,,,,,,,4ccff363-1d01-42ae-a3e1-2786d23684ab,2372,,"[79.4, 50.0]",3869685,64,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Marcus Thuram,2972.0,Center Forward,125,Argentina,779,['ac78b004-f2f8-4b8f-b0e5-9d4b86f23fe8'],18,,,,,,,,,,,,,,,,,France,771,00:19:18.276,Pressure,,79.4,50.0,,
,,,,,,,,,,,,,,,,,,,,0.331584,,,,,,,,,,,,,,,8e76ac3c-63f1-4ede-a0c3-d240d69320d9,2379,,"[74.3, 73.1]",3869685,64,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Randal Kolo Muani,22097.0,Right Wing,125,Argentina,779,['1a324f96-49c7-4ebb-8801-99a2213f55d0'],21,,,,,,,,,,,,,,,,,France,771,00:19:21.603,Pressure,,74.3,73.1,,
,,,,,,,,,,,,,,,,,,,,0.602211,,,,,,,,,,,,,,,ee2c6d11-ef85-4522-98f0-e1bee3602105,2391,,"[38.1, 62.4]",3869685,64,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Antoine Griezmann,5487.0,Center Attacking Midfield,125,Argentina,779,['729049c6-cd94-4981-83f3-145a844035a9'],31,,,,,,,,,,,,,,,,,France,771,00:19:31.195,Pressure,,38.1,62.4,,
,,,,,,,,,,,,,,True,,,,,,0.460954,,,,,,,,,,,,,,,d301d9e7-56ed-46a8-b06e-9d001bc930fb,2460,,"[104.7, 74.4]",3869685,66,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Randal Kolo Muani,22097.0,Right Wing,129,Argentina,779,"['25dbf9c2-5a3b-42ef-be0b-60b82c3c74f4', '55c05fcd-0fcd-4919-a8d6-42441de552a2']",10,,,,,,,,,,,,,,,,,France,771,00:21:10.928,Pressure,,104.7,74.4,,
