50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y
,,,,,,,,,,,,,,True,,,,,,0.612241,,,,,,,,,,,,,,,82281677-e782-46b6-9923-024138edbdc0,2463,,"[104.2, 74.4]",3869685,66,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Randal Kolo Muani,22097.0,Right Wing,129,Argentina,779,"['40d8fab4-bab8-40b0-b905-ed1a9d36ab22', '7a2cde76-4dd7-453f-87e6-511c0cb59ba8']",12,,,,,,,,,,,,,,,,,France,771,00:21:12.687,Pressure,,104.2,74.4,,
,,,,,,,,,,,,,,,,,,,,0.330265,,,,,,,,,,,,,,,feb48146-0985-401a-b2e3-ef720819a01e,2470,,"[114.5, 64.5]",3869685,66,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcus Thuram,2972.0,Center Forward,129,Argentina,779,['b84a475c-56cc-407b-a2c4-b7e566210f19'],16,,,,,,,,,,,,,,,,,France,771,00:21:16.521,Pressure,,114.5,64.5,,
,,,,,,,,,,,,,,,,,,,,0.321454,,,,,,,,,,,,,,,e353eaf6-7d8b-4d99-b916-313a8013761a,2534,,"[73.0, 8.1]",3869685,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,133,France,771,['90f9ceb3-bcd6-483b-8bda-f911a5545227'],16,,,,,,,,,,,,,,,,,France,771,00:23:16.071,Pressure,,73.0,8.1,,
,,,,,,,,,,,,,,,,,,,,0.587252,,,,,,,,,,,,,,,3931f5b2-ed21-47e0-92b7-3b9c2aa91426,2547,,"[67.4, 26.0]",3869685,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcus Thuram,2972.0,Center Forward,134,Argentina,779,"['7153e27b-0c25-4580-984d-fa36adda0007', 'd56bc78d-3ec4-40ff-903a-c750e44914da']",27,,,,,,,,,,,,,,,,,France,771,00:23:27.104,Pressure,,67.4,26.0,,
,,,,,,,,,,,,,,,,,,,,0.578316,,,,,,,,,,,,,,,4413cb49-58f0-495e-9871-a7ab2d1744c8,2556,,"[68.9, 60.9]",3869685,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Randal Kolo Muani,22097.0,Right Wing,134,Argentina,779,['b41d4180-23ea-4077-8efb-02ab1d8ea7f2'],32,,,,,,,,,,,,,,,,,France,771,00:23:32.237,Pressure,,68.9,60.9,,
,,,,,,,,,,,,,,,,,,,,0.865565,,,,,,,,,,,,,,,99cb791c-245f-4e67-9845-ed750c79c376,2605,,"[105.1, 5.7]",3869685,69,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,136,France,771,"['66eeb7ca-a99b-40f5-b5c4-1925874b268a', 'ec85616d-c95d-4458-94b1-be7cd0268ed4']",14,,,,,,,,,,,,,,,,,France,771,00:24:14.469,Pressure,,105.1,5.7,,
,,,,,,,,,,,,,,True,,,,,,1.747876,,,,,,,,,,,,,,,59497159-407f-400f-8f54-d346b3ba5175,2608,,"[105.1, 5.7]",3869685,69,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Theo Bernard François Hernández,6704.0,Left Back,136,France,771,['66eeb7ca-a99b-40f5-b5c4-1925874b268a'],16,,,,,,,,,,,,,,,,,France,771,00:24:16.672,Pressure,,105.1,5.7,,
,,,,,,,,,,,,,,True,,,,,,0.709333,,,,,,,,,,,,,,,43a86d67-afbf-4ce4-9786-6b5197df6412,2612,,"[89.9, 8.1]",3869685,69,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,136,France,771,['1f30f58f-4bce-43d4-a144-6e04faf2462f'],21,,,,,,,,,,,,,,,,,France,771,00:24:21.002,Pressure,,89.9,8.1,,
,,,,,,,,,,,,,,,,,,,,0.454143,,,,,,,,,,,,,,,86537166-f126-4ca3-8e21-366123229f86,2673,,"[48.6, 68.2]",3869685,71,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Kingsley Coman,8217.0,Center Attacking Midfield,139,Argentina,779,['eedabd05-dd30-4336-be21-5a81235b197c'],7,,,,,,,,,,,,,,,,,France,771,00:26:07.316,Pressure,,48.6,68.2,,
,,,,,,,,,,,,,,,,,,,,1.236066,,,,,,,,,,,,,,,36c1e71b-f60a-400a-ae57-6ece8b963e29,2681,,"[9.9, 63.0]",3869685,71,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,139,Argentina,779,"['166e1232-0664-4d1f-a850-4ac455a7a7e8', '95184d3b-d9a5-4a8f-9174-9660404f5b34']",14,,,,,,,,,,,,,,,,,France,771,00:26:14.429,Pressure,,9.9,63.0,,
,,,,,,,,,,,,,,,,,,,,2.786505,,,,,,,,,,,,,,,c9d28dac-97b7-4830-992a-b22e855464a8,2684,,"[12.5, 68.8]",3869685,71,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Kingsley Coman,8217.0,Center Attacking Midfield,139,Argentina,779,['95184d3b-d9a5-4a8f-9174-9660404f5b34'],17,,,,,,,,,,,,,,,,,France,771,00:26:17.844,Pressure,,12.5,68.8,,
,,,,,,,,,,,,,,,,,,,,0.335079,,,,,,,,,,,,,,,8d3d3fee-60c8-4c45-bb23-0c44016168b6,2777,,"[82.2, 5.7]",3869685,74,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kylian Mbappé Lottin,3009.0,Left Center Forward,155,Argentina,779,,21,,,,,,,,,,,,,,,,,France,771,00:29:21.128,Pressure,,82.2,5.7,,
,,,,,,,,,,,,,,,,,,,,6.731079,,,,,,,,,,,,,,,204dcf59-4c7d-4978-9819-1bec2202cbd4,2787,,"[33.6, 14.5]",3869685,74,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Dayotchanculle Upamecano,8519.0,Left Center Back,155,Argentina,779,"['14a7997a-46de-418e-8c5e-af98d398403f', 'e34772ea-b067-47fc-9b4e-9ca83f96b791']",31,,,,,,,,,,,,,,,,,France,771,00:29:31.788,Pressure,,33.6,14.5,,
,,,,,,,,,,,,,,,,,,,,0.693252,,,,,,,,,,,,,,,500cc8ec-2868-4d68-8ec5-df03977c2f9d,2793,,"[18.0, 5.3]",3869685,74,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Eduardo Camavinga,24778.0,Left Back,155,Argentina,779,['90bc2ea3-402a-43f0-a26e-31df1804d2fb'],40,,,,,,,,,,,,,,,,,France,771,00:29:40.439,Pressure,,18.0,5.3,,
,,,,,,,,,,,,,,,,,,,,0.471012,,,,,,,,,,,,,,,ac628ef1-9155-4680-9d45-9495203defb6,2818,,"[66.6, 57.7]",3869685,75,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Randal Kolo Muani,22097.0,Right Center Forward,157,Argentina,779,['db3080c3-8306-494c-8764-c519c85b962b'],44,,,,,,,,,,,,,,,,,France,771,00:30:44.245,Pressure,,66.6,57.7,,
,,,,,,,,,,,,,,,,,,,,2.173632,,,,,,,,,,,,,,,3c00d09b-6649-4963-821f-66418265ea9d,2836,,"[41.1, 7.4]",3869685,76,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eduardo Camavinga,24778.0,Left Back,159,Argentina,779,['429b22bc-121f-4a7e-842d-3625df3d78c0'],8,,,,,,,,,,,,,,,,,France,771,00:31:08.384,Pressure,,41.1,7.4,,
,,,,,,,,,,,,,,,,,,,,0.709408,,,,,,,,,,,,,,,10737a9a-3f30-4222-a9bf-ec545826c5eb,2850,,"[22.3, 5.3]",3869685,76,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcus Thuram,2972.0,Left Midfield,160,Argentina,779,['0ab3e60e-9526-4809-8c7a-eac17cba4b66'],51,,,,,,,,,,,,,,,,,France,771,00:31:51.045,Pressure,,22.3,5.3,,
,,,,,,,,,,,,,,,,,,,,0.991632,,,,,,,,,,,,,,,01f28c7c-955b-4f93-9ebb-c2cb8569b4ec,2863,,"[11.4, 21.3]",3869685,77,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Dayotchanculle Upamecano,8519.0,Left Center Back,160,Argentina,779,['d109d49f-edfc-4987-9f97-4c04182ab449'],1,,,,,,,,,,,,,,,,,France,771,00:32:01.777,Pressure,,11.4,21.3,,
,,,,,,,,,,,,,,,,,,,,0.327142,,,,,,,,,,,,,,,ca393fbf-0b65-41cb-ad30-2afbc89cc952,2871,,"[66.6, 62.0]",3869685,77,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kingsley Coman,8217.0,Right Midfield,160,Argentina,779,['a4d3523e-71ad-4471-b565-a738e116ee3e'],16,,,,,,,,,,,,,,,,,France,771,00:32:16.011,Pressure,,66.6,62.0,,
,,,,,,,,,,,,,,,,,,,,0.205643,,,,,,,,,,,,,,,e669e78f-0894-421c-85b3-23d8d3b0de20,2873,,"[61.9, 68.4]",3869685,77,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jules Koundé,4445.0,Right Back,160,Argentina,779,,16,,,,,,,,,,,,,,,,,France,771,00:32:16.652,Pressure,,61.9,68.4,,
,,,,,,,,,,,,,,,,,,,,1.870058,,,,,,,,,,,,,,,979b2cd4-8aab-421b-b8d5-4f331eda6431,2878,,"[66.6, 44.6]",3869685,77,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcus Thuram,2972.0,Left Midfield,160,Argentina,779,['35a2339a-25b1-456f-96a4-fce8f7ba5adf'],18,,,,,,,,,,,,,,,,,France,771,00:32:18.150,Pressure,,66.6,44.6,,
,,,,,,,,,,,,,,,,,,,,0.84145,,,,,,,,,,,,,,,3194a2f4-1ec7-48b3-a7c6-233095e98166,2896,,"[61.0, 10.6]",3869685,77,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcus Thuram,2972.0,Left Midfield,160,Argentina,779,"['40000838-c219-4fdf-b597-8d8a200c92b7', '50266220-bd9e-473d-b97b-99c1319bfb2c']",36,,,,,,,,,,,,,,,,,France,771,00:32:36.828,Pressure,,61.0,10.6,,
,,,,,,,,,,,,,,,,,,,,0.694632,,,,,,,,,,,,,,,2ed031e5-c675-4df5-8b1e-5ecf3836d5f4,2900,,"[47.1, 4.4]",3869685,77,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Dayotchanculle Upamecano,8519.0,Left Center Back,160,Argentina,779,"['1a13e117-ea7f-4c30-9154-e213304a96c5', 'a3f5b67e-e6f9-4341-be02-ae9747c11a0a']",37,,,,,,,,,,,,,,,,,France,771,00:32:37.939,Pressure,,47.1,4.4,,
,,,,,,,,,,,,,,,,,,,,0.580932,,,,,,,,,,,,,,,a449bb96-08fb-4047-8da1-c44fba236f82,2911,,"[46.9, 14.3]",3869685,78,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adrien Rabiot,3026.0,Left Defensive Midfield,161,Argentina,779,['67b3dd31-d7cb-4037-8250-881df0eb6e51'],1,,,,,,,,,,,,,,,,,France,771,00:33:01.783,Pressure,,46.9,14.3,,
,,,,,,,,,,,,,,,,,,,,1.619839,,,,,,,,,,,,,,,f9d147d0-59e3-474f-8399-12a7b13cbfc5,2915,,"[50.1, 4.9]",3869685,78,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adrien Rabiot,3026.0,Left Defensive Midfield,161,Argentina,779,"['d9e63ebd-62f0-43e4-a2fb-be9fffd39c39', 'f7076680-454c-4d8f-af9c-b30d3b1bebeb']",3,,,,,,,,,,,,,,,,,France,771,00:33:03.831,Pressure,,50.1,4.9,,
,,,,,,,,,,,,,,,,,,,,0.436142,,,,,,,,,,,,,,,d1cc56a6-de49-4b7c-9773-7770b1731635,2934,,"[74.1, 11.7]",3869685,79,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Marcus Thuram,2972.0,Left Midfield,164,Argentina,779,['2cf4735c-9747-4e95-9b8a-c5114f1eedc2'],54,,,,,,,,,,,,,,,,,France,771,00:34:54.391,Pressure,,74.1,11.7,,
,,,,,,,,,,,,,,,,,,,,0.467816,,,,,,,,,,,,,,,5ca9a401-af31-48fa-b9eb-bef9489406e5,2941,,"[94.4, 50.0]",3869685,79,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Randal Kolo Muani,22097.0,Right Center Forward,164,Argentina,779,"['02362048-025f-4708-9bef-117c646c0176', '836c6117-c205-4202-8ae9-7cf8eb258c73']",58,,,,,,,,,,,,,,,,,France,771,00:34:58.842,Pressure,,94.4,50.0,,
,,,,,,,,,,,,,,,,,,,,0.221068,,,,,,,,,,,,,,,a1bc335e-9dea-4d5b-b141-c6031abf576d,2968,,"[73.6, 29.7]",3869685,80,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adrien Rabiot,3026.0,Left Defensive Midfield,165,France,771,,40,,,,,,,,,,,,,,,,,France,771,00:35:40.245,Pressure,,73.6,29.7,,
,,,,,,,,,,,,,,,,,,,,0.587688,,,,,,,,,,,,,,,f3c56d1f-a9cf-428c-9281-b1ccb73d99fd,2972,,"[66.4, 46.8]",3869685,80,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kingsley Coman,8217.0,Right Midfield,165,France,771,['9db27d61-9cc7-4c88-b814-f81a04f87f62'],45,,,,,,,,,,,,,,,,,France,771,00:35:45.890,Pressure,,66.4,46.8,,
,,,,,,,,,,,,,,,,,,,,0.325467,,,,,,,,,,,,,,,96f68ec0-e0d9-404e-bf63-fd6081879a70,2998,,"[79.6, 36.7]",3869685,82,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Randal Kolo Muani,22097.0,Right Center Forward,166,Argentina,779,"['93c52deb-bdde-4358-bf50-e92e1dfffa21', 'b34ca0d5-9591-45c1-baa8-a176c44852ae']",33,,,,,,,,,,,,,,,,,France,771,00:37:33.969,Pressure,,79.6,36.7,,
,,,,,,,,,,,,,,,,,,,,1.629179,,,,,,,,,,,,,,,3d0fb402-c6d8-4d63-8c15-9bda5a7ecb19,3009,,"[7.8, 68.4]",3869685,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Raphaël Varane,5485.0,Right Center Back,167,Argentina,779,"['266bcf52-430f-4cde-9568-582b0c348cb9', '4c514fbe-f813-4c91-afec-0175da7b10aa']",59,,,,,,,,,,,,,,,,,France,771,00:37:59.768,Pressure,,7.8,68.4,,
,,,,,,,,,,,,,,,,,,,,0.973769,,,,,,,,,,,,,,,5a98b89b-26c5-41c6-bc8c-cab612f35352,3018,,"[22.1, 67.1]",3869685,83,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Raphaël Varane,5485.0,Right Center Back,167,Argentina,779,['147ecefb-d597-45a0-a0d3-c02961111cbb'],4,,,,,,,,,,,,,,,,,France,771,00:38:04.880,Pressure,,22.1,67.1,,
,,,,,,,,,,,,,,,,,,,,1.638965,,,,,,,,,,,,,,,29458207-9cd4-4242-8c0d-2352271981f7,3033,,"[6.0, 68.6]",3869685,83,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kingsley Coman,8217.0,Right Midfield,167,Argentina,779,['e19d71b6-ec29-4c5c-a63d-7d6f344920e6'],18,,,,,,,,,,,,,,,,,France,771,00:38:18.925,Pressure,,6.0,68.6,,
,,,,,,,,,,,,,,,,,,,,0.462105,,,,,,,,,,,,,,,e0fd3253-46a1-4edb-bea2-6d0997da5232,3047,,"[45.8, 32.2]",3869685,83,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Randal Kolo Muani,22097.0,Right Center Forward,167,Argentina,779,['ce6d8735-5ad3-4a5b-981a-6e93fedc495f'],32,,,,,,,,,,,,,,,,,France,771,00:38:32.883,Pressure,,45.8,32.2,,
,,,,,,,,,,,,,,,,,,,,0.321496,,,,,,,,,,,,,,,125f6e54-ff79-407b-a8a7-850ce3b0f8af,3049,,"[40.3, 25.6]",3869685,83,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Randal Kolo Muani,22097.0,Right Center Forward,167,Argentina,779,"['04ca5c23-4aef-496c-b35f-8c5c9dcc47b2', 'f8907a01-d5ef-4bb2-9263-16470736d749']",33,,,,,,,,,,,,,,,,,France,771,00:38:33.777,Pressure,,40.3,25.6,,
,,,,,,,,,,,,,,,,,,,,0.829071,,,,,,,,,,,,,,,c9a59a9f-3315-4eeb-b04e-bc93ba4447ab,3071,,"[46.3, 16.2]",3869685,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eduardo Camavinga,24778.0,Left Back,169,Argentina,779,"['4f074f93-95b5-4708-af86-d80cf237af6d', 'cd8c7a57-8640-46b2-8bea-e5dada237d09']",51,,,,,,,,,,,,,,,,,France,771,00:38:51.697,Pressure,,46.3,16.2,,
,,,,,,,,,,,,,,True,,,,,,0.330487,,,,,,,,,,,,,,,3650a05c-7133-4776-8fbe-34d48d7d7896,3207,,"[58.9, 53.2]",3869685,90,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,177,Argentina,779,['220c19b0-b833-4557-bba2-ba3057531812'],17,,,,,,,,,,,,,,,,,France,771,00:45:17.441,Pressure,,58.9,53.2,,
,,,,,,,,,,,,,,,,,,,,0.441579,,,,,,,,,,,,,,,2ef8e0cd-f079-4d59-ab9a-c2728963c616,3214,,"[60.2, 35.9]",3869685,90,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Randal Kolo Muani,22097.0,Right Center Forward,178,Argentina,779,,51,,,,,,,,,,,,,,,,,France,771,00:45:51.602,Pressure,,60.2,35.9,,
,,,,,,,,,,,,,,True,,,,,,0.45512,,,,,,,,,,,,,,,08c48016-5a93-4fd5-a308-5f7e26d6e6ac,3235,,"[96.5, 50.6]",3869685,92,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kingsley Coman,8217.0,Right Midfield,181,Argentina,779,['b3483c90-ec48-440d-b980-d9f5e09135c4'],20,,,,,,,,,,,,,,,,,France,771,00:47:20.229,Pressure,,96.5,50.6,,
,,,,,,,,,,,,,,True,,,,,,0.327489,,,,,,,,,,,,,,,96489d7e-5d4a-469c-b047-cf800481677c,3237,,"[97.8, 65.4]",3869685,92,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kingsley Coman,8217.0,Right Midfield,181,Argentina,779,,21,,,,,,,,,,,,,,,,,France,771,00:47:21.892,Pressure,,97.8,65.4,,
,,,,,,,,,,,,,,,,,,,,0.444914,,,,,,,,,,,,,,,77c6f6ed-2ca4-476a-af65-6ca6a97e5adb,3247,,"[92.7, 21.5]",3869685,92,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kylian Mbappé Lottin,3009.0,Left Center Forward,182,Argentina,779,['88656015-bedf-4101-847a-989995f271f1'],47,,,,,,,,,,,,,,,,,France,771,00:47:47.031,Pressure,,92.7,21.5,,
,,,,,,,,,,,,,,,,,,,,1.128358,,,,,,,,,,,,,,,f271b763-e907-4c79-ae0a-c30a3bd006de,3249,,"[55.5, 5.7]",3869685,92,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Eduardo Camavinga,24778.0,Left Back,182,Argentina,779,"['b2ed5d44-d6c0-4059-960e-c30942398e04', 'fefd0de0-52e7-4b8d-b13d-6e00c88d46d9']",48,,,,,,,,,,,,,,,,,France,771,00:47:48.973,Pressure,,55.5,5.7,,
,,,,,,,,,,,,,,True,,,,,,0.448166,,,,,,,,,,,,,,,a1a56535-fff6-4c4f-8c74-47cbb0a12f1f,3286,,"[116.0, 36.1]",3869685,93,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Randal Kolo Muani,22097.0,Right Center Forward,185,Argentina,779,,46,,,,,,,,,,,,,,,,,France,771,00:48:46.779,Pressure,,116.0,36.1,,
,,,,,,,,,,,,,,,,,,,,0.327835,,,,,,,,,,,,,,,64198074-cb08-40ce-9f2f-8f4419947208,3293,,"[68.1, 16.0]",3869685,94,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eduardo Camavinga,24778.0,Left Back,185,Argentina,779,['9bac5361-3b7c-4c4b-9228-879992a08df6'],4,,,,,,,,,,,,,,,,,France,771,00:49:04.684,Pressure,,68.1,16.0,,
,,,,,,,,,,,,,,,,,,,,0.953127,,,,,,,,,,,,,,,62b37a02-8750-45c7-a91f-8e0125805835,3300,,"[51.8, 4.9]",3869685,94,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eduardo Camavinga,24778.0,Left Back,185,Argentina,779,['ea41de8c-2497-4246-a6c9-4f03018d7841'],8,,,,,,,,,,,,,,,,,France,771,00:49:08.998,Pressure,,51.8,4.9,,
,,,,,,,,,,,,,,,,,,,,0.983934,,,,,,,,,,,,,,,25f1b0e3-d0b3-4179-8326-514946994c0e,3305,,"[21.0, 14.5]",3869685,94,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adrien Rabiot,3026.0,Left Defensive Midfield,186,Argentina,779,"['12d44337-a4a0-4b25-96b9-d5c5d5bba9ad', '92f2f86c-d64d-4629-88ef-75ec62072dc0']",55,,,,,,,,,,,,,,,,,France,771,00:49:55.539,Pressure,,21.0,14.5,,
,,,,,,,,,,,,,,,,,,,,0.474146,,,,,,,,,,,,,,,db7497b2-40c2-4908-84f7-0ee989c019a9,3333,,"[112.4, 21.3]",3869685,95,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Randal Kolo Muani,22097.0,Right Center Forward,187,France,771,,12,,,,,,,,,,,,,,,,,France,771,00:50:12.299,Pressure,,112.4,21.3,,
,,,,,,,,,,,,,,,,,,,,0.980381,,,,,,,,,,,,,,,1360668b-cd29-4114-92ef-ad46d39acce7,3345,,"[46.0, 15.8]",3869685,95,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adrien Rabiot,3026.0,Left Defensive Midfield,188,Argentina,779,['af7093b1-603d-4907-8258-8665586f5766'],28,,,,,,,,,,,,,,,,,France,771,00:50:28.734,Pressure,,46.0,15.8,,
,,,,,,,,,,,,,,True,,,,,,0.448941,,,,,,,,,,,,,,,6f72c5a5-ac2f-48db-9ef6-61e7677d225b,3418,,"[95.2, 50.4]",3869685,98,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adrien Rabiot,3026.0,Left Defensive Midfield,195,Argentina,779,,15,,,,,,,,,,,,,,,,,France,771,00:53:15.630,Pressure,,95.2,50.4,,
