50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y
,,,,,,,,,,,,,,True,,,,,,1.103028,,,,,,,,,,,,,,,2954c99b-d873-4181-8b8a-b282dd4bef3f,3424,,"[85.6, 49.8]",3869685,98,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Raphaël Varane,5485.0,Right Center Back,195,Argentina,779,['381fde39-d8d2-4d61-9341-8e8c27eb7660'],17,,,,,,,,,,,,,,,,,France,771,00:53:17.436,Pressure,,85.6,49.8,,
,,,,,,,,,,,,,,True,,,,,,0.190846,,,,,,,,,,,,,,,7a811762-d345-4f08-bc2f-ddecdf6e584a,3463,,"[82.2, 62.6]",3869685,90,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Randal Kolo Muani,22097.0,Right Center Forward,198,Argentina,779,,18,,,,,,,,,,,,,,,,,France,771,00:00:18.804,Pressure,,82.2,62.6,,
,,,,,,,,,,,,,,,,,,,,1.088275,,,,,,,,,,,,,,,fc5cad64-fd22-48e5-8fec-1691bdffb04a,3474,,"[73.2, 64.1]",3869685,90,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Kingsley Coman,8217.0,Right Midfield,198,Argentina,779,['e5cfb7c8-7b40-4f05-a6e8-c69827630bcf'],24,,,,,,,,,,,,,,,,,France,771,00:00:24.720,Pressure,,73.2,64.1,,
,,,,,,,,,,,,,,,,,,,,0.318608,,,,,,,,,,,,,,,9933fa48-792b-4a0f-b360-71d5dd45a370,3483,,"[69.6, 37.2]",3869685,90,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Adrien Rabiot,3026.0,Left Defensive Midfield,198,Argentina,779,,35,,,,,,,,,,,,,,,,,France,771,00:00:35.555,Pressure,,69.6,37.2,,
,,,,,,,,,,,,,,,,,,,,0.330679,,,,,,,,,,,,,,,4748b09b-9fc7-49ef-8850-d1557d091e65,3499,,"[46.0, 8.1]",3869685,91,,,,,,,,,,,,,,,,,,,,,,,3,From Free Kick,Marcus Thuram,2972.0,Left Midfield,199,Argentina,779,['7bbc0cd8-e875-4ab6-ba2a-33080e7e9ee5'],16,,,,,,,,,,,,,,,,,France,771,00:01:16.270,Pressure,,46.0,8.1,,
,,,,,,,,,,,,,,,,,,,,1.380173,,,,,,,,,,,,,,,f6d4c342-c021-4e83-b90c-a298acce2bcb,3516,,"[28.7, 7.4]",3869685,91,,,,,,,,,,,,,,,,,,,,,,,3,From Free Kick,Eduardo Camavinga,24778.0,Left Back,200,Argentina,779,['6671d69c-6c9c-49d8-b6b1-77f3fe47bc65'],52,,,,,,,,,,,,,,,,,France,771,00:01:52.472,Pressure,,28.7,7.4,,
,,,,,,,,,,,,,,True,,,,,,0.442602,,,,,,,,,,,,,,,8837fb65-82d8-4861-8b00-408d52054130,3534,,"[69.1, 72.5]",3869685,92,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Jules Koundé,4445.0,Right Back,202,Argentina,779,,40,,,,,,,,,,,,,,,,,France,771,00:02:40.230,Pressure,,69.1,72.5,,
,,,,,,,,,,,,,,,,,,,,0.589504,,,,,,,,,,,,,,,92506daa-3b43-402d-96d3-2f1f1f5a3b85,3545,,"[22.7, 25.0]",3869685,92,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Eduardo Camavinga,24778.0,Left Back,202,Argentina,779,['e5629a1b-2611-4d98-9e6f-4bfd68478549'],49,,,,,,,,,,,,,,,,,France,771,00:02:49.612,Pressure,,22.7,25.0,,
,,,,,,,,,,,,,,True,,,,,,1.086921,,,,,,,,,,,,,,,30cc6f6b-7ac6-430d-b679-01322c3b9bc3,3608,,"[82.4, 32.9]",3869685,94,,,,,,,,,,,,,,,,,,,,,,,3,From Free Kick,Randal Kolo Muani,22097.0,Right Center Forward,204,France,771,"['b75ac262-5179-4de7-a226-99cbdb2e002e', 'be0da6a0-12e7-424f-adbd-f5c2ea63070d']",10,,,,,,,,,,,,,,,,,France,771,00:04:10.903,Pressure,,82.4,32.9,,
,,,,,,,,,,,,,,,,,,,,0.584315,,,,,,,,,,,,,,,91020e5f-74ab-44e7-ac14-c1641b543fa8,3619,,"[68.9, 63.7]",3869685,94,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Jules Koundé,4445.0,Right Back,205,Argentina,779,"['4b3f0309-5f37-4953-9bdc-cbb48ff69196', '5eac48e0-f1e5-49e0-8da7-a6ac142fbbb2']",20,,,,,,,,,,,,,,,,,France,771,00:04:20.675,Pressure,,68.9,63.7,,
,,,,,,,,,,,,,,,,,,,,0.742872,,,,,,,,,,,,,,,4aa0ee8e-eada-46bf-9330-ff30e1ef5ac3,3625,,"[83.7, 55.4]",3869685,94,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Randal Kolo Muani,22097.0,Right Center Forward,205,Argentina,779,['b13a850a-c285-4508-a413-6bc5c7b3de73'],23,,,,,,,,,,,,,,,,,France,771,00:04:23.164,Pressure,,83.7,55.4,,
,,,,,,,,,,,,,,,,,,,,0.196274,,,,,,,,,,,,,,,e45fa7aa-579e-4d87-9ae7-c329bf56559d,3627,,"[82.6, 58.1]",3869685,94,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Jules Koundé,4445.0,Right Back,205,Argentina,779,,25,,,,,,,,,,,,,,,,,France,771,00:04:25.009,Pressure,,82.6,58.1,,
,,,,,,,,,,,,,,,,,,,,0.453063,,,,,,,,,,,,,,,dbbd9dad-7940-4c01-8a93-5e2366d4fa9b,3632,,"[105.5, 41.9]",3869685,94,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Kylian Mbappé Lottin,3009.0,Left Center Forward,205,Argentina,779,['7a81b66a-ce4f-46cf-b49a-0f008fd19024'],30,,,,,,,,,,,,,,,,,France,771,00:04:30.483,Pressure,,105.5,41.9,,
,,,,,,,,,,,,,,True,,,,,,1.287746,,,,,,,,,,,,,,,5c4c90e4-4051-4f29-af77-05042a826b18,3720,,"[72.1, 68.2]",3869685,97,,,,,,,,,,,,,,,,,,,,,,,3,From Goal Kick,Jules Koundé,4445.0,Right Back,209,France,771,['82a7c56f-0dcf-437c-87d1-eb7a653e49f6'],48,,,,,,,,,,,,,,,,,France,771,00:07:48.008,Pressure,,72.1,68.2,,
,,,,,,,,,,,,,,,,,,,,1.74181,,,,,,,,,,,,,,,a18220fe-4f2b-48f9-b669-f22845b7dd4c,3742,,"[83.2, 11.3]",3869685,98,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Randal Kolo Muani,22097.0,Right Center Forward,210,Argentina,779,['4a2df144-1703-4a54-902f-d45e5192a2a5'],24,,,,,,,,,,,,,,,,,France,771,00:08:24.269,Pressure,,83.2,11.3,,
,,,,,,,,,,,,,,,,,,,,0.444358,,,,,,,,,,,,,,,19593a19-afdc-49b5-b66e-088c3b2f40f8,3756,,"[97.2, 28.0]",3869685,98,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Randal Kolo Muani,22097.0,Right Center Forward,210,Argentina,779,['c5e9c70f-90b9-4a66-b08d-0fd9de90d09e'],35,,,,,,,,,,,,,,,,,France,771,00:08:35.758,Pressure,,97.2,28.0,,
,,,,,,,,,,,,,,,,,,,,0.31564,,,,,,,,,,,,,,,e92bf1f1-1569-4c47-9762-9449946348c8,3763,,"[82.0, 8.7]",3869685,98,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Youssouf Fofana,11990.0,Left Defensive Midfield,210,Argentina,779,['4f43abaa-4671-4dd7-9256-96f7ad51881f'],40,,,,,,,,,,,,,,,,,France,771,00:08:40.111,Pressure,,82.0,8.7,,
,,,,,,,,,,,,,,,,,,,,3.320904,,,,,,,,,,,,,,,95919199-46ef-44bf-ac8c-f08352c12b7d,3787,,"[94.6, 5.9]",3869685,99,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Youssouf Fofana,11990.0,Left Defensive Midfield,212,Argentina,779,['8f106018-e106-49ba-a5fc-f8324204eebc'],3,,,,,,,,,,,,,,,,,France,771,00:09:03.429,Pressure,,94.6,5.9,,
,,,,,,,,,,,,,,,,,,,,1.191502,,,,,,,,,,,,,,,74c774ed-2ebd-4c4e-8f12-b6cf60fed4cb,3792,,"[111.5, 9.6]",3869685,99,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Youssouf Fofana,11990.0,Left Defensive Midfield,212,Argentina,779,"['2cff8365-e7f2-4c2f-94cf-c75d93fdaafd', '3aab0046-fc63-4d01-9221-71bb3d66cf27']",8,,,,,,,,,,,,,,,,,France,771,00:09:08.474,Pressure,,111.5,9.6,,
,,,,,,,,,,,,,,,,,,,,0.331138,,,,,,,,,,,,,,,75a99cfe-d7aa-4a99-999e-4d750811247c,3817,,"[53.1, 8.9]",3869685,101,,,,,,,,,,,,,,,,,,,,,,,3,From Free Kick,Eduardo Camavinga,24778.0,Left Back,215,Argentina,779,"['6ee5cdb2-4374-4dd4-b189-6ce3e02cc37c', '8e4808cc-f6eb-4a39-8123-0b1041ace352']",7,,,,,,,,,,,,,,,,,France,771,00:11:07.253,Pressure,,53.1,8.9,,
,,,,,,,,,,,,,,,,,,,,1.3476,,,,,,,,,,,,,,,4c0a3cc1-3379-4c67-8330-b4b64b125702,3831,,"[81.3, 15.8]",3869685,101,,,,,,,,,,,,,,,,,,,,,,,3,From Free Kick,Randal Kolo Muani,22097.0,Right Center Forward,215,Argentina,779,"['08016b85-1738-4bf8-a1ba-6e8a1fcc7603', 'c8cc5168-255c-4bd6-a9ee-3ce9cbc28db3']",18,,,,,,,,,,,,,,,,,France,771,00:11:18.250,Pressure,,81.3,15.8,,
,,,,,,,,,,,,,,,,,,,,0.726772,,,,,,,,,,,,,,,2b6a565f-dfb1-4c9e-befc-e48eda72be3b,3875,,"[38.8, 62.6]",3869685,103,,,,,,,,,,,,,,,,,,,,,,,3,From Free Kick,Kingsley Coman,8217.0,Right Midfield,216,Argentina,779,['22d30853-31c3-4a62-ba16-7298194887de'],7,,,,,,,,,,,,,,,,,France,771,00:13:07.202,Pressure,,38.8,62.6,,
,,,,,,,,,,,,,,,,,,,,1.488732,,,,,,,,,,,,,,,6d412149-684d-43ff-a216-29f84567701e,3894,,"[23.4, 54.9]",3869685,103,,,,,,,,,,,,,,,,,,,,,,,3,From Free Kick,Jules Koundé,4445.0,Right Back,216,Argentina,779,['5de85728-a585-484c-8363-cd72728a14a4'],30,,,,,,,,,,,,,,,,,France,771,00:13:30.737,Pressure,,23.4,54.9,,
,,,,,,,,,,,,,,True,,,,,,1.360425,,,,,,,,,,,,,,,fd922cc4-c90a-42a6-a81a-3dd7c545c32a,3901,,"[52.0, 28.4]",3869685,104,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Youssouf Fofana,11990.0,Left Defensive Midfield,218,Argentina,779,['4aa377b8-95ce-4404-8265-9c9f9a30988f'],7,,,,,,,,,,,,,,,,,France,771,00:14:07.933,Pressure,,52.0,28.4,,
,,,,,,,,,,,,,,,,,,,,0.597866,,,,,,,,,,,,,,,9cdb7d19-26f6-4aa9-a213-5928a6693411,3917,,"[35.8, 31.2]",3869685,104,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Marcus Thuram,2972.0,Left Midfield,218,Argentina,779,"['305d2706-6f86-4d2f-a7d1-fc1d480e11cd', 'ed049ab2-c23e-466c-b517-7ec55ed1f6f7']",21,,,,,,,,,,,,,,,,,France,771,00:14:21.598,Pressure,,35.8,31.2,,
,,,,,,,,,,,,,,,,,,,,0.461647,,,,,,,,,,,,,,,b3372a24-e63d-4cab-9cee-536ef4bf4eb8,3924,,"[17.6, 45.7]",3869685,104,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Dayotchanculle Upamecano,8519.0,Left Center Back,218,Argentina,779,"['2e4921b9-5ac4-4378-b93a-14d1676204c9', '4110d7e1-c550-49c4-a07f-80df35b94088', 'bdee7fc4-af57-45ad-b249-c46eb138b448']",26,,,,,,,,,,,,,,,,,France,771,00:14:26.578,Pressure,,17.6,45.7,,
,,,,,,,,,,,,,,,,,,,,0.46209,,,,,,,,,,,,,,,20ac25f1-bc2a-4961-b9b3-553340d7144e,3938,,"[15.9, 12.6]",3869685,105,,,,,,,,,,,,,,,,,,,,,,,3,From Corner,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,219,Argentina,779,,16,,,,,,,,,,,,,,,,,France,771,00:15:16.377,Pressure,,15.9,12.6,,
,,,,,,,,,,,,,,True,,,,,,0.455783,,,,,,,,,,,,,,,13df5518-f656-44dc-bb8a-7160af5653d2,3969,,"[18.2, 44.9]",3869685,105,,,,,,,,,,,,,,,,,,,,,,,3,From Counter,Dayotchanculle Upamecano,8519.0,Left Center Back,221,Argentina,779,['25cad31a-542c-4d7a-9586-a3a8399fb847'],40,,,,,,,,,,,,,,,,,France,771,00:15:40.530,Pressure,,18.2,44.9,,
,,,,,,,,,,,,,,,,,,,,0.341204,,,,,,,,,,,,,,,62053f8e-f7a7-4b78-ba15-f875a6bebf91,3995,,"[42.4, 72.2]",3869685,105,,,,,,,,,,,,,,,,,,,,,,,4,From Kick Off,Kingsley Coman,8217.0,Right Midfield,223,Argentina,779,['e097ae93-842a-4f2d-8f3f-0b8d758cccf9'],21,,,,,,,,,,,,,,,,,France,771,00:00:21.220,Pressure,,42.4,72.2,,
,,,,,,,,,,,,,,,,,,,,1.238812,,,,,,,,,,,,,,,0c70ca2a-5ce3-4563-aba9-ded3f43bfad9,3999,,"[29.6, 72.7]",3869685,105,,,,,,,,,,,,,,,,,,,,,,,4,From Kick Off,Jules Koundé,4445.0,Right Back,223,Argentina,779,['e0c3e9e0-a39f-4ad8-a43f-03005646b87d'],22,,,,,,,,,,,,,,,,,France,771,00:00:22.784,Pressure,,29.6,72.7,,
,,,,,,,,,,,,,,,,,,,,0.573475,,,,,,,,,,,,,,,2ca72463-3bfd-42ad-936a-71479e6fea86,4044,,"[2.0, 24.3]",3869685,106,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,Dayotchanculle Upamecano,8519.0,Left Center Back,226,Argentina,779,['e9b96b6b-bf9e-456b-99ea-10b927229686'],58,,,,,,,,,,,,,,,,,France,771,00:01:58.825,Pressure,,2.0,24.3,,
,,,,,,,,,,,,,,,,,,,,0.3199,,,,,,,,,,,,,,,d5238cda-859d-4bc0-933f-a5d1ab6030c3,4125,,"[68.3, 16.6]",3869685,111,,,,,,,,,,,,,,,,,,,,,,,4,Regular Play,Marcus Thuram,2972.0,Left Midfield,232,Argentina,779,"['6f3e2178-92ff-4b97-825c-d66c0f6df361', 'af75d082-f5e2-4713-84f5-4369b19e756b']",42,,,,,,,,,,,,,,,,,France,771,00:06:42.011,Pressure,,68.3,16.6,,
,,,,,,,,,,,,,,,,,,,,0.331969,,,,,,,,,,,,,,,524a9496-9b10-489a-94de-f04de76fafb5,4131,,"[34.9, 59.4]",3869685,111,,,,,,,,,,,,,,,,,,,,,,,4,Regular Play,Raphaël Varane,5485.0,Right Center Back,232,Argentina,779,,49,,,,,,,,,,,,,,,,,France,771,00:06:49.567,Pressure,,34.9,59.4,,
,,,,,,,,,,,,,,,,,,,,1.638522,,,,,,,,,,,,,,,6cdeb96e-96d7-49f0-9fd7-af080d5c5d7b,4142,,"[4.3, 70.5]",3869685,112,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,Kingsley Coman,8217.0,Right Midfield,233,Argentina,779,,34,,,,,,,,,,,,,,,,,France,771,00:07:34.254,Pressure,,4.3,70.5,,
,,,,,,,,,,,,,,,,,,,,1.366025,,,,,,,,,,,,,,,7661b52c-b45f-4a06-b33e-4372e3fdc028,4146,,"[4.1, 66.7]",3869685,112,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,Jules Koundé,4445.0,Right Back,234,Argentina,779,"['735bb51e-ac12-43b0-8f55-def2feae228d', 'c55820e5-085f-4b15-b82f-f7f1e09201e4']",54,,,,,,,,,,,,,,,,,France,771,00:07:54.900,Pressure,,4.1,66.7,,
,,,,,,,,,,,,,,,,,,,,0.317089,,,,,,,,,,,,,,,6d24aadc-083c-45c5-8d8a-1df7d0eebf7e,4149,,"[9.3, 70.9]",3869685,112,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,Kingsley Coman,8217.0,Right Midfield,234,Argentina,779,['735bb51e-ac12-43b0-8f55-def2feae228d'],57,,,,,,,,,,,,,,,,,France,771,00:07:57.129,Pressure,,9.3,70.9,,
,,,,,,,,,,,,,,,,,,,,1.36826,,,,,,,,,,,,,,,fcb17193-ef05-4f58-862f-beef7c3c2e99,4153,,"[4.1, 72.7]",3869685,112,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,Kingsley Coman,8217.0,Right Midfield,234,Argentina,779,['9a41f556-d007-4063-b3e0-94294ae0104a'],58,,,,,,,,,,,,,,,,,France,771,00:07:58.882,Pressure,,4.1,72.7,,
,,,,,,,,,,,,,,,,,,,,1.113519,,,,,,,,,,,,,,,83f8087f-fbec-4c80-a516-4a187a4068aa,4161,,"[4.1, 72.7]",3869685,113,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,Kingsley Coman,8217.0,Right Midfield,234,Argentina,779,"['2eb87c38-79d0-45ff-ae82-c2a2db53a7d0', '9757274a-5401-4647-a6d6-0f31d83996d9']",8,,,,,,,,,,,,,,,,,France,771,00:08:08.746,Pressure,,4.1,72.7,,
,,,,,,,,,,,,,,,,,,,,0.434027,,,,,,,,,,,,,,,52480ff0-10d9-41f4-8ad3-f6b076b0bd4e,4210,,"[61.2, 25.0]",3869685,118,,,,,,,,,,,,,,,,,,,,,,,4,From Kick Off,Youssouf Fofana,11990.0,Left Defensive Midfield,239,Argentina,779,"['77f90f1e-5b7f-4dfc-9e95-d0c4ca3f5676', '7f0c3150-0bab-41ac-b7e2-2bcc9536b7e3', 'a7505959-97f7-4dfe-8dcb-84a374cb0577']",3,,,,,,,,,,,,,,,,,France,771,00:13:03.665,Pressure,,61.2,25.0,,
,,,,,,,,,,,,,,,,,,,,0.450642,,,,,,,,,,,,,,,d530a6d5-dbe9-40cb-a4a7-012c3ce31760,4222,,"[44.6, 32.0]",3869685,118,,,,,,,,,,,,,,,,,,,,,,,4,From Kick Off,Randal Kolo Muani,22097.0,Right Center Forward,239,Argentina,779,"['473ed046-ea8a-4824-a07d-84c4bcda5a60', '8162f512-3c8a-44ab-a889-03238e9c16fa']",13,,,,,,,,,,,,,,,,,France,771,00:13:13.280,Pressure,,44.6,32.0,,
,,,,,,,,,,,,,,,,,,,,0.985089,,,,,,,,,,,,,,,27ec1343-7a34-492b-8837-39f7566aa45a,4236,,"[37.1, 28.4]",3869685,118,,,,,,,,,,,,,,,,,,,,,,,4,From Kick Off,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,239,Argentina,779,['9b339859-e80f-4b48-a92f-f57037a92724'],23,,,,,,,,,,,,,,,,,France,771,00:13:23.344,Pressure,,37.1,28.4,,
,,,,,,,,,,,,,,,,,,,,1.102692,,,,,,,,,,,,,,,4a0c4354-549e-44ec-8c5d-911551dae67b,4277,,"[37.3, 75.0]",3869685,121,,,,,,,,,,,,,,,,,,,,,,,4,From Goal Kick,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,243,Argentina,779,"['6ed2532a-8c77-4c26-b3ea-22ebb3dbe0e7', 'f6fc69bf-4e1f-40ad-a6b9-0492f82fb705']",5,,,,,,,,,,,,,,,,,France,771,00:16:05.330,Pressure,,37.3,75.0,,
,,,,,,,,,,,,,,,,,,,,0.95232,,,,,,,,,,,,,,,f23516e3-aa31-4178-bc00-2918af82f62e,4292,,"[38.6, 73.1]",3869685,121,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,Kingsley Coman,8217.0,Right Midfield,244,Argentina,779,"['3a320474-c871-4f35-803e-c144dd9c7faa', '74833589-752b-4324-aef2-fa41815c4562', 'baf6b7b4-778b-41de-a7d5-d2dbc4498945']",36,,,,,,,,,,,,,,,,,France,771,00:16:36.151,Pressure,,38.6,73.1,,
,,,,,,,,,,,,,,,,,,,,1.879322,,,,,,,,,,,,,,,45e8d710-8e5c-437e-b48a-8ed3e32f1fa7,4298,,"[60.0, 70.7]",3869685,121,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,Randal Kolo Muani,22097.0,Right Center Forward,244,Argentina,779,"['17687470-b9a6-4a70-ace9-bb72ba628d62', '7f6b50c9-dc28-4185-90c3-68600423966f']",38,,,,,,,,,,,,,,,,,France,771,00:16:38.597,Pressure,,60.0,70.7,,
,,,,,,,,,,,,,,,,,,,,0.322053,,,,,,,,,,,,,,,21260732-962d-4c5f-a92b-71989141f8f2,4302,,"[62.5, 75.4]",3869685,121,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,Randal Kolo Muani,22097.0,Right Center Forward,244,Argentina,779,['43fad418-504f-4203-ab42-6189fa48b21f'],41,,,,,,,,,,,,,,,,,France,771,00:16:41.913,Pressure,,62.5,75.4,,
,,,,,,,,,,,,,,,,,,,,0.455876,,,,,,,,,,,,,,,d60e4b1e-bd2d-4947-92a7-9a48d4a896a7,4309,,"[58.2, 66.2]",3869685,121,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,Kingsley Coman,8217.0,Right Midfield,244,Argentina,779,['8f21089b-80cd-49e2-88f4-8aebf1a79922'],43,,,,,,,,,,,,,,,,,France,771,00:16:43.944,Pressure,,58.2,66.2,,
,,,,,,,,,,,,,,,,,,,,2.752774,,,,,,,,,,,,,,,575d69fc-2e30-4edf-ae61-22961c473a02,4312,,"[61.9, 72.2]",3869685,121,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,Kingsley Coman,8217.0,Right Midfield,244,Argentina,779,"['af882e89-9da4-4b18-bc0f-56a5336ec900', 'bec0115c-bdb5-460b-9712-5c988e603fc9']",45,,,,,,,,,,,,,,,,,France,771,00:16:45.589,Pressure,,61.9,72.2,,
,,,,,,,,,,,,,,,,,,,,0.442072,,,,,,,,,,,,,,,f6cec6dc-01bb-4f62-91e4-2595aeb444fa,4316,,"[40.3, 68.2]",3869685,121,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,Ibrahima Konaté,11135.0,Right Center Back,244,Argentina,779,"['34c6dafa-6e56-47dd-9b50-2175a72593cc', '72aaa96e-665a-4856-9c6c-d3cd84d7ba9f', 'd68d2c9f-e27c-4955-a844-0a36d0fc66bc']",50,,,,,,,,,,,,,,,,,France,771,00:16:50.455,Pressure,,40.3,68.2,,
,,,,,,,,,,,,,,True,,,,,,0.189456,,,,,,,,,,,,,,,29e57cc0-ad87-4b02-aed9-898b55839b1b,4344,,"[72.4, 31.4]",3869685,122,,,,,,,,,,,,,,,,,,,,,,,4,Regular Play,Eduardo Camavinga,24778.0,Left Back,246,Argentina,779,['6fc6102d-c196-4362-b1ee-d4327a1154ef'],49,,,,,,,,,,,,,,,,,France,771,00:17:49.608,Pressure,,72.4,31.4,,
,,,,,,,,,,,,,,,,,,,,0.975134,,,,,,,,,,,,,,,d1fb3786-d6d9-4b45-8885-e331d6d1dace,4352,,"[16.1, 19.2]",3869685,122,,,,,,,,,,,,,,,,,,,,,,,4,Regular Play,Dayotchanculle Upamecano,8519.0,Left Center Back,246,Argentina,779,"['7b17edc2-ad6e-4aa5-b978-ec44fd7c31bc', 'cbfdc80d-9535-437d-acd3-b0112a420cc9']",57,,,,,,,,,,,,,,,,,France,771,00:17:57.434,Pressure,,16.1,19.2,,
